target_id	length	eff_length	est_counts	tpm
YDR457W	9805	9626	602	12.1777
YLR434C	178	15.9266	0	0
YDR181C	1444	1265	130	20.011
YGL097W	1450	1271	598	91.616
YCL056C	436	257	61	46.2181
YMR242W-A	91	4.6639	0	0
YJL083W	1825	1646	115	13.6045
YPL140C	1537	1358	191	27.3873
YOR026W	1027	848	192	44.0881
YNR016C	6703	6524	2084	62.2013
YER123W	1579	1400	595	82.757
YGR055W	1726	1547	1086	136.696
YKR054C	12280	12101	105	1.6896
YMR315W	1051	872	460	102.721
YAL024C	4330	4151	269	12.6187
YKL187C	2242	2063	51	4.81379
YDR383C	718	539	32	11.5605
YKL055C	838	659	58	17.1379
YDR035W	1114	935	1314	273.653
YHR160C	853	674	4	1.15562
YGR047C	3073	2894	242	16.2829
YDR119W	2281	2102	1266	117.278
YBR208C	5506	5327	121	4.42302
YER151C	2743	2564	786	59.6926
YLR070C	1072	893	25	5.45135
YPR019W	2803	2624	386	28.6444
YPL228W	1651	1472	328	43.3892
YPR190C	1966	1787	1230	134.028
YGR041W	1642	1463	517	68.8117
YHR097C	1228	1049	46	8.53883
YDR353W	961	782	1319	328.438
YPL047W	301	122	77	122.899
YPL014W	1147	968	141	28.3635
YGR007W	973	794	446	109.378
YML116W	1639	1460	283	37.7441
YOL137W	1600	1421	419	57.4164
YGL155W	1162	983	271	53.6824
YKL214C	610	431	152	68.6724
YER061C	1330	1151	140	23.6847
YPL119C	1858	1679	26	3.01536
YDL125C	546	367	326	172.969
YHR186C	4678	4499	225	9.73828
YKL011C	1063	884	123	27.0937
YLL019C	2215	2036	233	22.284
YNL257C	3694	3515	490	27.1448
YJR092W	4342	4163	356	16.6517
YPL189C-A	208	32.1317	24	145.443
YBR291C	901	722	140	37.7578
YBL059W	534	355	48	26.3287
YLR078C	826	647	204	61.3962
YFL012W	469	290	1	0.671456
YDR262W	817	638	93	28.3843
YDR072C	1585	1406	1419	196.523
YDR179C	490	311	17	10.644
YGR220C	826	647	194	58.3866
YIL053W	817	638	2595.97	792.308
YMR161W	676	497	206	80.7099
YGL162W	901	722	66	17.8001
YNL243W	2908	2729	763	54.4423
YBR234C	1156	977	1113	221.828
YNL047C	1975	1796	205	22.2261
YKL038W	3499	3320	202	11.8476
YFL053W	1777	1598	134	16.3284
YKR060W	826	647	373	112.259
YPR200C	394	215	6	5.43411
YLR411W	727	548	383	136.092
YHR150W	1741	1562	185	23.0625
YLR318W	2632	2453	295	23.4175
YGL219C	1381	1202	301	48.7616
YBR045C	1924	1745	138	15.3992
YMR039C	883	704	204	56.4252
YKL195W	1186	1007	386	74.6404
YPR127W	1039	860	256	57.9639
YPL188W	1246	1067	97	17.702
YDR217C	3910	3731	78	4.07085
YML015C	1042	863	275	62.0494
YJR126C	2407	2228	448	39.1542
YHR073W	2992	2813	673	46.5866
YPR026W	3637	3458	101	5.68738
YMR274C	958	779	199	49.7429
YMR008C	2113	1934	1364.76	137.409
YDL227C	1762	1583	11	1.35309
YOR197W	1345	1166	936	156.312
YNL081C	433	254	101	77.429
YKL096W-A	280	101	2790	5378.96
YDR532C	1159	980	63	12.5179
YDR049W	1909	1730	456	51.3257
YKL170W	418	239	59	48.0695
YGL047W	610	431	87	39.3059
YJL043W	775	596	5	1.63358
YHR079C	3349	3170	313	19.2265
YLR006C	2140	1961	471	46.7691
YPR171W	1732	1553	286	35.86
YML063W	769	590	11482.5	3789.68
YHL029C	2041	1862	431	45.0727
YLR178C	661	482	36	14.5436
YJL090C	2293	2114	263	24.2252
YOR184W	1189	1010	2461	474.467
YDR372C	1045	866	527	118.497
YBR008C	1648	1469	386	51.166
YMR203W	1165	986	1369	270.36
YIR008C	1231	1052	408	75.5197
YBL024W	2050	1871	1627	169.328
YDR317W	1246	1067	75	13.6871
YJL038C	661	482	6	2.42393
YJL087C	2497	2318	410	34.4418
YDR043C	697	518	308	115.781
YHR028C	2458	2279	486	41.5248
YOR340C	982	803	1005	243.706
YCL044C	1252	1073	419	76.0379
YFR022W	2197	2018	50	4.82464
YEL072W	697	518	118	44.3576
YIR010W	1696	1517	233	29.9079
YBL008W	2524	2345	211	17.5209
YMR178W	826	647	185	55.678
YHR017W	1159	980	232	46.0975
YMR095C	676	497	44	17.239
YKR101W	1978	1799	188	20.349
YHR198C	967	788	279	68.9436
YOR076C	2245	2066	270	25.4477
YNL219C	1669	1490	863	112.782
YGL015C	394	215	3	2.71706
YLR210W	1378	1199	215	34.9169
YIL034C	865	686	523	148.455
YLR148W	2761	2582	356	26.8479
YOR342C	961	782	812	202.193
YOL070C	1507	1328	202	29.6189
YLR124W	121	6.28195	0	0
YIL043C	856	677	1322	380.241
YDL160C	1522	1343	232	33.6378
YPR202W	163	11.741	0	0
YGR231C	934	755	529	136.435
YMR266W	2863	2684	944	68.4866
YNL021W	2122	1943	367	36.7798
YGR034W	841	662	3786.3	1113.71
YPL107W	748	569	37	12.6621
YHR173C	259	80.003	11	26.7733
YGR088W	1690	1511	129	16.6242
YCR063W	475	296	27	17.7618
YDL048C	1471	1292	48	7.23427
YML092C	754	575	641	217.073
YPR097W	3220	3041	405	25.9331
YBR201C-A	205	29.9375	6	39.0258
YNL056W	595	416	154	72.0847
YDL025C	1873	1694	135	15.518
YAL020C	1003	824	117	27.6487
YFL017C	481	302	123	79.3075
YGL197W	4456	4277	334	15.2063
YLL011W	1471	1292	632	95.2512
YDR379C-A	286	107	34	61.8744
YLR189C	3610	3431	280	15.8911
YDR113C	1126	947	142	29.1981
YML032C	1423	1244	314	49.1502
YFL028C	871	692	210	59.092
YDL247W	1837	1658	18	2.11399
YBR256C	718	539	125	45.1582
YOR081C	2242	2063	166	15.6684
YPL024W	742	563	149	51.534
YLR442C	2974	2795	276	19.2284
YMR257C	2404	2225	114	9.97679
YDL219W	527	348	55	30.7751
YKL122C	511	332	182	106.745
YGL240W	754	575	32	10.8367
YDL080C	1867	1688	332	38.2985
YEL001C	679	500	830	323.239
YPR168W	475	296	44	28.9452
YLR374C	214	36.8813	3	15.8391
YHR109W	1822	1643	225	26.6662
YPL061W	1504	1325	3892	571.969
YJL060W	1336	1157	175	29.4524
YPR062W	463	284	217	148.784
YLR240W	2629	2450	293	23.2872
YGR104C	925	746	247	64.4724
YDR223W	1507	1328	37	5.42525
YER174C	736	557	267	93.3409
YLR037C	376	197	14.4188	14.2521
YDR402C	1471	1292	49	7.38498
YGR241C	1711	1532	514	65.3311
YPR057W	1027	848	142	32.6068
YGL062W	3538	3359	540.325	31.3228
YDR156W	415	236	278	229.376
YJR113C	745	566	259	89.1044
YPR131C	589	410	227	107.81
YLR416C	217	39.4185	1	4.93988
YLR029C	616	437	14652.1	6528.81
YMR155W	1618	1439	170	23.004
YNL180C	997	818	481	114.501
YIL140W	2488	2309	119	10.0355
YDR272W	826	647	45	13.5433
YOR238W	265	86.0009	12	27.1703
YNR044W	2200	2021	56	5.39557
YLR139C	1924	1745	102	11.3821
YKL142W	661	482	172	69.486
YHR032W	1855	1676	1151	133.726
YDR429C	826	647	1260	379.212
YNR031C	4741	4562	151	6.44522
YGL079W	655	476	100	40.9081
YHR084W	2068	1889	183	18.8641
YOR004W	781	602	546	176.609
YMR244W	1060	881	26	5.74663
YMR233W	682	503	99	38.3251
YLL010C	1246	1067	302	55.1135
YNL188W	1303	1124	130	22.5213
YOR365C	2113	1934	232	23.3586
YIL005W	2107	1928	465	46.9636
YNR030W	1657	1478	331	43.6083
YBR265W	964	785	479	118.818
YGL131C	4213	4034	137	6.61303
YDL162C	151	9.50903	0	0
YHR033W	1273	1094	34	6.0517
YNR040W	784	605	57	18.3457
YNR034W	967	788	127	31.3829
YOR173W	1078	899	7	1.51619
YOR337W	2281	2102	393	36.4062
YNL181W	1225	1046	208	38.7211
YGL104C	1492	1313	212	31.4403
YGR243W	442	263	14	10.3654
YDR164C	2176	1997	273	26.6195
YOR107W	1060	881	212	46.8571
YDR464W	4303	4124	226	10.671
YGR210C	1237	1058	627	115.398
YLR012C	301	122	4	6.38434
YOR168W	2431	2252	2372	205.098
YNL002C	970	791	1265	311.408
YLR054C	2263	2084	30	2.80311
YHR193C	526	347	3099	1739.03
YNL294C	1603	1424	356	48.6806
YOR005C	2836	2657	84	6.15607
YPR147C	916	737	243	64.2029
YBR092C	961	782	100.275	24.969
YOR242C	1117	938	47	9.75688
YLR077W	1753	1574	230	28.4537
YCR081W	4327	4148	270	12.6748
YJR127C	3766	3587	145	7.87141
YJL176C	2461	2282	386	32.9373
YLR453C	1189	1010	74	14.2668
YHR128W	652	473	1393	573.464
YOR297C	580	401	268	130.139
YDR225W	400	221	1576.15	1388.74
YPR020W	349	170	156	178.686
YJR003C	1561	1382	956	134.699
YHR136C	400	221	5	4.40548
YIL101C	1927	1748	18	2.00515
YPR114W	949	770	746	188.653
YPL189W	1825	1646	156	18.4549
YJL056C	2653	2474	264	20.7788
YLR264C-A	106	5.35093	0	0
YPL247C	1573	1394	205	28.6356
YDR482C	409	230	36	30.4783
YBL058W	1282	1103	714	126.049
YJL122W	529	350	434	241.456
YLL039C	1147	968	750	150.87
YKL107W	931	752	138	35.7336
YCL017C	1495	1316	798	118.076
YER085C	523	344	0	0
YMR186W	2134	1955	11715.6	1166.9
YCR065W	1699	1520	379	48.5525
YLR002C	1993	1814	1482	159.084
YOR388C	1132	953	9	1.83893
YFL045C	766	587	2774	920.204
YPR091C	2317	2138	265	24.1354
YOL083W	1228	1049	37	6.86819
YLR307C-A	304	125	13	20.2511
YNL020C	1936	1757	223	24.7143
YGL125W	1804	1625	58	6.95009
YKR038C	1228	1049	436	80.9332
YDL215C	3280	3101	475	29.8269
YLR354C	1009	830	1827	428.624
YCR022C	127	6.75012	0	0
YFR008W	658	479	53	21.5455
YDR284C	871	692	327	92.0148
YFL013C	2095	1916	331	33.6394
YKL051W	1063	884	184	40.5304
YPR174C	667	488	119	47.4835
YMR091C	1312	1133	328	56.3715
YJL143W	478	299	210	136.762
YGR057C	724	545	226	80.7473
YKL194C	1390	1211	212	34.0885
YLR308W	940	761	4	1.02351
YBR065C	1099	920	134	28.3617
YMR029C	1573	1394	365	50.9854
YHL042W	484	305	13	8.29964
YNL068C	2575	2396	465	37.7904
YGL157W	1048	869	750	168.057
YGL178W	3241	3062	371	23.5931
YMR148W	295	116	11.1987	18.7985
YML058W	322	143	754	1026.72
YLR249W	3136	2957	24014	1581.35
YGR019W	1417	1238	100	15.7288
YBR263W	1474	1295	2053	308.699
YJL049W	1459	1280	91	13.8435
YOR249C	2062	1883	229	23.6811
YBL097W	2266	2087	76	7.09099
YCR020W-B	238	59.1108	30	98.8258
YPR044C	367	188	2939	3044.09
YDR286C	346	167	31	36.1461
YLR342W-A	58	3.65937	0	0
YBL043W	796	617	176	55.5448
YLR018C	901	722	380	102.485
YMR076C	3976	3797	318	16.3081
YOR251C	916	737	738	194.987
YJR135W-A	265	86.0009	93	210.57
YOR186W	436	257	5	3.78837
YDR083W	1177	998	422	82.3375
YOR267C	2197	2018	329	31.7461
YLR109W	532	353	8231	4540.4
YOR032C	1345	1166	231	38.5771
YOR091W	1039	860	844	191.1
YKR059W	1189	1010	8574.72	1653.16
YBR205W	1216	1037	827	155.29
YLR316C	1099	920	303	64.1314
YLR292C	583	404	253	121.942
YLR216C	1117	938	2498	518.568
YCR044C	1072	893	302	65.8524
YDR046C	1816	1637	1761	209.472
YJL092W	3532	3353	190	11.0341
YML018C	1183	1004	682	132.272
YDR096W	2686	2507	113	8.77688
YOR369C	433	254	11830	9069.16
YOR138C	2023	1844	270	28.5114
YGR246C	1783	1604	230	27.9215
YJR145C	1055	876	11962.4	2659.07
YJR138W	4756	4577	161	6.84953
YHR059W	394	215	55	49.8127
YLR138W	2959	2780	405	28.3678
YNL106C	3589	3410	178	10.1644
YNL156C	901	722	690	186.092
YNL286W	859	680	90	25.7721
YNL093W	664	485	14	5.62085
YIL040W	418	239	69	56.2169
YKL104C	2155	1976	2297	226.355
YLR186W	760	581	884	296.273
YGL134W	1309	1130	225	38.7722
YDR425W	1879	1700	144	16.4941
YJR094W-A	559	380	1079	552.909
YDR293C	3775	3596	839	45.4316
YNR015W	1156	977	650	129.549
YKL006W	814	635	5028	1541.83
YLR456W	616	437	76	33.8648
YDR448W	1306	1127	247	42.6765
YIL166C	1630	1451	23	3.08657
YDR097C	3733	3554	290	15.889
YJL047C-A	211	34.449	4	22.61
YJL066C	760	581	106	35.5259
YLR368W	1798	1619	314	37.7658
YOR194C	862	683	176	50.1774
YKL095W	838	659	70	20.6837
YGR060W	931	752	4227	1094.54
YHR041C	733	554	128	44.99
YCR097W	460	281	19.9331	13.8129
YBR115C	4180	4001	224	10.9017
YBR147W	928	749	37	9.61913
YHR086W	1573	1394	156	21.791
YFL003C	2638	2459	125	9.89845
YOL120C	1010	831	12581.6	2948.16
YML079W	607	428	97	44.131
YOR125C	703	524	88	32.7015
YLR065C	547	368	189	100.007
YPL134C	934	755	59	15.2167
YNL298W	2515	2336	601	50.0977
YER078C	1537	1358	226	32.4059
YNL122C	298	119	41	67.0892
YNL224C	2320	2141	290	26.3753
YLR129W	2833	2654	1526	111.962
YGL066W	1963	1784	228.063	24.8929
YNL217W	982	803	190	46.0738
YGL063W	1108	929	158	33.1175
YML030W	481	302	56	36.1075
YAL039C	814	635	145	44.4642
YOR261C	1012	833	734	171.58
YMR316W	1012	833	515	120.387
YLR191W	1156	977	148	29.4973
YCR027C	631	452	106	45.665
YDL046W	523	344	279	157.929
YER125W	2431	2252	598	51.7069
YMR263W	568	389	81	40.5463
YOL113W	1969	1790	216	23.4972
YDR517W	1114	935	435	90.5928
YAL001C	3574	3395	240	13.7654
YBR197C	655	476	67	27.4084
YDR192C	1294	1115	232	40.5162
YJR132W	3148	2969	1016	66.6345
YER021W	1573	1394	1188	165.947
YGL034C	256	77.0053	0	0
YKL014C	5299	5120	743	28.2576
YGR197C	1657	1478	90	11.8572
YDL106C	1660	1481	304	39.97
YDR365C	1891	1712	662	75.2957
YNL280C	1318	1139	584	99.8401
YCR030C	2614	2435	610	48.7806
YDR505C	2503	2324	279	23.3767
YDL154W	2713	2534	63	4.84116
YGL033W	100	5.05223	0	0
YGL202W	1504	1325	2050	301.269
YBR221W-A	103	5.19716	0	0
YPR178W	1399	1220	125	19.9511
YOL147C	712	533	61	22.2853
YFR007W	1063	884	72	15.8597
YEL008W	229	50.3754	1	3.86543
YGR072W	1162	983	154	30.5058
YNL069C	1049	870	8863.38	1983.79
YER022W	2065	1886	385	39.7498
YIL118W	697	518	426	160.138
YJR008W	1021	842	72	16.6508
YKL217W	1852	1673	55	6.40151
YPL036W	2845	2666	225.795	16.4919
YNL303W	139	7.91627	0	0
YCL010C	781	602	163	52.7238
YFR011C	514	335	112	65.1012
YBR042C	1195	1016	282	54.047
YAL047C	1870	1691	161	18.5395
YER056C-A	759	580	2072.21	695.7
YNL287W	2806	2627	1429	105.922
YLR061W	765	586	5398	1793.71
YOR281C	862	683	249	70.9896
YBR162C	1378	1199	1591	258.385
YJL078C	2692	2513	1054	81.6703
YMR114C	1108	929	23	4.8209
YGR251W	592	413	83	39.1331
YBR094W	2263	2084	526	49.1478
YGR065C	1780	1601	375	45.6095
YGL251C	3717	3538	253	13.9245
YOR260W	1738	1559	1669	208.462
YKL021C	1246	1067	779	142.164
YOR374W	1561	1382	147	20.7121
YHL026C	949	770	109	27.5646
YNR062C	1261	1082	78	14.0373
YHR014W	877	698	38	10.6009
YCR028C	1540	1361	315	45.068
YDL015C	934	755	756	194.98
YJL102W	2461	2282	159	13.5674
YCR016W	865	686	296	84.0201
YER058W	325	146	24	32.0092
YER149C	1264	1085	158	28.3559
YJL147C	1150	971	94	18.8506
YGL222C	529	350	213	118.502
YDR533C	715	536	46	16.7112
YDL035C	2848	2669	137.077	10.0007
YDL090C	1291	1112	209	36.598
YBR177C	1357	1178	261	43.1431
YJL034W	2050	1871	5168.94	537.952
YNR059W	1744	1565	385	47.9029
YLR066W	556	377	264	136.357
YGR156W	1279	1100	337	59.6559
YBR125C	1183	1004	497	96.3915
YOR376W	241	62.0706	0	0
YBR173C	448	269	502	363.385
YHR057C	619	440	235	103.999
YOR077W	709	530	28	10.2872
YAL051W	3145	2966	522	34.2701
YLR234W	1972	1793	65	7.05909
YDR198C	1441	1262	346	53.3866
YJR124C	1351	1172	402	66.7904
YHR107C	1225	1046	701	130.497
YER112W	544	365	109	58.15
YLR174W	1240	1061	75	13.7645
YCL026C-A	583	404	19	9.15774
YGR108W	1420	1241	479	75.1588
YDR346C	1453	1274	1176	179.744
YDR091C	1828	1649	1892	223.417
YDL232W	112	5.68809	0	0
YLR269C	178	15.9266	0	0
YKR092C	1123	944	1404	289.608
YLR385C	400	221	8	7.04877
YLR117C	2065	1886	253	26.1213
YBR250W	1573	1394	15	2.09529
YDR143C	1807	1628	647	77.3866
YGL007W	361	182	8	8.55922
YOL013C	1636	1457	205	27.3975
YAL031C	2284	2105	194	17.9459
YGR139W	115	5.87326	0	0
YLR089C	1780	1601	1126	136.95
YKL155C	1888	1709	205	23.3576
YKL222C	2116	1937	218	21.9151
YGR154C	1072	893	34	7.41384
YNL277W	1462	1283	149	22.6139
YOL061W	1486	1307	1609	239.716
YFR013W	2377	2198	305	27.0202
YDL014W	994	815	3395	811.144
YCL064C	1084	905	186	40.0203
YDR493W	373	194	52	52.1936
YLR345W	1531	1352	80	11.522
YGL022W	2266	2087	1737	162.066
YLR192C	799	620	1722	540.826
YOR265W	322	143	91	123.914
YDR031W	367	188	10	10.3576
YDL190C	2887	2708	647	46.5234
YKR083C	403	224	21	18.2552
YBR141C	1015	836	178	41.46
YDR453C	592	413	97	45.7338
YAL008W	607	428	30	13.6488
YDR490C	2299	2120	234	21.4929
YDR191W	1129	950	140	28.6959
YLR459W	1186	1007	282	54.53
YNL193W	1678	1499	283	36.7621
YHR099W	11236	11057	508	8.94627
YLR360W	1321	1142	369	62.9182
YPR170W-B	359	180	234	253.139
YKL070W	724	545	124	44.3038
YOR142W	991	812	458	109.831
YLR430W	6703	6524	377	11.2524
YDR304C	679	500	573	223.152
YPL020C	1873	1694	185	21.2654
YHL023C	3442	3263	207	12.3529
YLR165C	763	584	74	24.6737
YOR283W	694	515	173	65.4116
YJR054W	1501	1322	372	54.7933
YHL005C	127	6.75012	0	0
YMR255W	568	389	85	42.5486
YDR029W	133	7.28986	0	0
YPL154C	1219	1040	1113	208.39
YDR033W	964	785	1960	486.186
YDR253C	577	398	59	28.8659
YNL014W	3145	2966	40	2.62606
YNL241C	1516	1337	843	122.776
YAL032C	1156	977	218	43.4488
YEL011W	2116	1937	88	8.84645
YNL291C	1648	1469	276	36.585
YLR079W	838	659	348	102.828
YOR348C	1891	1712	43	4.89081
YOR097C	520	341	36	20.5572
YHR103W	2560	2381	509	41.6269
YOL107W	1030	851	267	61.0939
YOL126C	1273	1094	73	12.9934
YHR026W	643	464	1226	514.503
YGR028W	1090	911	145	30.9931
YGL061C	745	566	110	37.8436
YJL089W	2491	2312	32	2.69512
YKL116C	1558	1379	295	41.6556
YHR134W	775	596	64	20.9098
YOR022C	2149	1970	153	15.1231
YBR228W	916	737	66	17.4378
YNL320W	856	677	182	52.3478
YGR123C	1543	1364	609	86.9398
YBR269C	418	239	35	28.5158
YMR188C	715	536	114	41.4148
YLR290C	835	656	57	16.9195
YNL075W	874	695	427	119.635
YNL258C	2266	2087	340	31.7229
YPR159W	2164	1985	1158	113.596
YMR198W	1786	1607	168	20.3568
YHR089C	622	443	1030	452.74
YBR194W	373	194	23	23.0856
YNR018W	676	497	384	150.449
YAL044C	514	335	257	149.384
YKL139W	1573	1394	384	53.6394
YKL197C	3133	2954	114	7.51467
YHR129C	1156	977	136	27.1057
YGR138C	1846	1667	73.931	8.63588
YLR436C	3829	3650	280	14.9376
YOR253W	532	353	292	161.073
YIL105C	2059	1880	327	33.8693
YDR403W	1612	1433	57	7.74541
YDL029W	1301	1122	815	141.443
YOR132W	1654	1475	318	41.9808
YCL026C-B	583	404	110	53.0185
YDR525W-A	241	62.0706	15	47.0567
YPL255W	1264	1085	71	12.7422
YEL012W	778	599	50	16.254
YGL229C	2461	2282	48	4.09583
YOR192C	1798	1619	60.4098	7.26569
YER065C	1675	1496	208	27.0737
YML052W	904	725	752	201.974
YOL005C	364	185	130	136.832
YML064C	739	560	152	52.8532
YHL019C	1828	1649	93	10.9819
YBR167C	424	245	56	44.508
YHL046C	364	185	27.2597	28.6923
YPR176C	985	806	180	43.4864
YFL016C	1534	1355	438	62.9435
YLR383W	3346	3167	158	9.7146
YDR140W	670	491	187	74.1611
YJL062W	2494	2315	345	29.0191
YNL252C	865	686	255	72.3822
YLR048W	1124	945	10956.2	2257.59
YGR282C	943	764	5463	1392.37
YEL033W	451	272	5826	4170.78
YMR196W	3268	3089	228	14.3725
YOR205C	1672	1493	442	57.6472
YLR299W	1984	1805	109	11.7589
YBR188C	460	281	51	35.3411
YOR195W	2572	2393	118	9.60186
YER114C	3133	2954	495	32.6295
YJL191W	824	645	2794	843.495
YIL002C	2842	2663	335	24.4957
YDR518W	1555	1376	408	57.7374
YKR021W	2746	2567	373	28.2943
YLR328W	1213	1034	348	65.5352
YKL173W	3028	2849	424	28.9794
YBL003C	400	221	780.847	688.001
YNR013C	2686	2507	1094	84.9726
YJR077C	937	758	1402	360.159
YDR376W	1483	1304	362	54.0564
YPR078C	1114	935	31	6.45604
YGL058W	514	335	76	44.1758
YFL005W	649	470	313	129.677
YMR284W	1810	1631	129	15.4011
YML061C	2581	2402	480	38.912
YJL139C	1288	1109	287	50.3925
YDL129W	877	698	157	43.7986
YLR449W	1186	1007	1260	243.645
YLR021W	544	365	174	92.8266
YDL007W	1315	1136	1013	173.639
YOR145C	826	647	1193	359.048
YKR069W	1774	1595	155	18.9229
YOR287C	904	725	213	57.2081
YHR071C-A	199	25.9389	6	45.0419
YIL122W	1057	878	157	34.8194
YPL218W	711	532	1076	393.837
YPR037C	592	413	49	23.1027
YLR080W	1264	1085	22	3.94829
YJL145W	886	707	271	74.639
YJR149W	1153	974	50	9.99601
YHR098C	2797	2618	1006	74.8246
YPR198W	1633	1454	261	34.9536
YNR052C	1312	1133	331	56.8871
YMR314W	706	527	534	197.309
YLR173W	1828	1649	315	37.1968
YOR244W	1342	1163	244	40.8532
YHR190W	1336	1157	2229	375.139
YPL097W	1483	1304	160	23.8923
YNL115C	1942	1763	112	12.3703
YLR103C	1960	1781	306	33.4559
YBR112C	2971	2792	1128.86	78.7299
YNL247W	2302	2123	1736	159.227
YKL132C	1297	1118	81	14.1078
YPL222W	2068	1889	103	10.6175
YKL012W	1753	1574	248	30.6805
YHR141C	761	582	3112.26	1041.28
YLR395C	238	59.1108	58	191.063
YAL041W	2566	2387	879	71.7055
YCL045C	2341	2162	1194	107.539
YBL052C	2518	2339	132	10.989
YNL011C	1348	1169	268	44.6412
YDL135C	610	431	190	85.8405
YMR237W	2176	1997	834	81.3212
YOR020W-A	280	101	10	19.2794
YMR158C-A	67	3.88332	0	0
YOR054C	1984	1805	69.2181	7.46721
YGR214W	1219	1040	8593.78	1609.04
YGR046W	1159	980	109	21.6579
YGR224W	1945	1766	249	27.4552
YMR130W	910	731	85	22.6421
YLR455W	916	737	132	34.8756
YDR308C	424	245	54	42.9184
YJL153C	1603	1424	20	2.73486
YKR036C	1939	1760	334	36.953
YIR030W-A	130	7.01018	0	0
YDR320C	2005	1826	318	33.9111
YCR002C	970	791	742	182.66
YBR035C	688	509	257	98.3176
YDR244W	1837	1658	277	32.532
